id,name,birthdate,deathdate
4905,Lloyd Avery II,6/21/1969,9/4/2005
4906,Lloyd Bacon,1889-12-04,11/15/1955
4907,Lloyd Bridges,1/15/1913,3/10/1998
4908,Lloyd Kaufman,12/30/1945,
4909,Lluís Quílez,12/8/1978,
4910,Loanne Bishop,11/10/1955,
4911,Lobo Sebastian,,
4912,Lochlyn Munro,2/12/1966,
4913,Logan Browning,6/9/1989,
4914,Logan Lerman,1/19/1992,
4915,Lois Chiles,4/15/1947,
4916,Lois Maxwell,2/14/1927,9/29/2007
4917,Lois Smith,11/3/1930,
4918,Lola Dueñas,10/6/1971,
4919,Lola Glaudini,11/24/1971,
4920,Lolita Davidovich,7/15/1961,
4921,Lon Chaney Jr.,2/10/1906,7/12/1973
4922,Lone Scherfig,5/2/1959,
4923,Long Nguyen,,
4924,Lorelei Linklater,5/29/1994,
4925,Lorene Scafaria,,
4926,Loretta Devine,8/21/1949,
4927,Lori Petty,10/14/1963,
4928,Lori Silverbush,,
4929,Lori Singer,11/6/1957,
4930,Lorna Raver,10/9/1943,
4931,Lorne Cardinal,,
4932,Lorraine Bracco,10/2/1954,
4933,Lorraine Stanley,6/28/1976,
4934,Lorraine Toussaint,4/4/1960,
4935,Lorraine Ziff,,
4936,Lotte Verbeek,6/24/1982,
4937,Lou Adler,12/13/1933,
4938,Lou Perryman,8/15/1941,4/1/2009
4939,Lou Romano,4/15/1972,
4940,Lou Saliba,,
4941,Lou Taylor Pucci,7/27/1985,
4942,Louis C.K.,9/12/1967,
4943,Louis Ferreira,2/20/1966,
4944,Louis Herthum,7/5/1956,
4945,Louis Jourdan,6/19/1921,2/14/2015
4946,Louis Koo,10/21/1970,
4947,Louis Leterrier,6/17/1973,
4948,Louis Lombardi,,
4949,Louis Mandylor,9/13/1966,
4950,Louis Morneau,,
4951,Louis Mustillo,5/28/1958,
4952,Louis Ozawa Changchien,,
4953,Louis Walsh,8/5/1952,
4954,Louisa Milwood-Haigh,,
4955,Louise Beavers,3/8/1902,10/26/1962
4956,Louise Bourgoin,11/28/1981,
4957,Louise Brealey,3/27/1979,
4958,Louise Brooks,10/23/1946,9/2/2012
4959,Louise Fletcher,7/22/1934,
4960,Louise Lasser,4/11/1939,
4961,Louise Sorel,8/6/1940,
4962,Lowell Sherman,1888-10-11,12/28/1934
4963,Lubna Azabal,,
4964,Luc Besson,3/18/1959,
4965,Luc Jacquet,12/5/1967,
4966,Luca Guadagnino,,
4967,Lucas Bryant,9/28/1978,
4968,Lucas Grabeel,11/23/1984,
4969,Lucile Hadzihalilovic,5/7/1961,
4970,Lucille Ball,8/6/1911,4/26/1989
4971,Lucille La Verne,1872-11-07,3/4/1945
4972,Lucio Fulci,6/17/1927,3/13/1996
4973,Lucky McKee,11/1/1975,
4974,Lucrecia Martel,12/14/1966,
4975,Lucy,8/6/1911,4/26/1989
4976,Lucy Boynton,,
4977,Lucy Fry,,
4978,Lucy Gaskell,7/10/1980,
4979,Lucy Gordon,5/22/1980,5/20/2009
4980,Ludger Pistor,3/16/1959,
4981,Ludivine Sagnier,7/3/1979,
4982,Luenell,3/12/1959,
4983,Luigi Pistilli,7/19/1929,4/21/1996
4984,Luis Antonio,2/25/1961,
4985,Luis E. Carazo,,
4986,Luis Llosa,,
4987,Luis Mandoki,,
4988,Luis Miranda,12/15/1969,
4989,Luis Rosado,,
4990,Luis Sanchez,2/2/1934,
4991,Luis Tosar,10/13/1971,
4992,Luis Valdez,6/26/1940,
4993,Luisa D'Oliveira,10/6/1986,
4994,Luisa Ranieri,12/16/1973,
4995,Lukas Haas,4/16/1976,
4996,Lukas Moodysson,1/17/1969,
4997,Luke Benward,5/12/1995,
4998,Luke Bracey,,
4999,Luke Dye,,
5000,Luke Edwards,3/24/1980,
5001,Luke Ford,3/26/1981,
5002,Luke Greenfield,2/5/1972,
5003,Luke Grimes,1/21/1984,
5004,Luke Kirby,6/21/1978,
5005,Luke Mably,3/1/1976,
5006,Luke Newberry,2/19/1990,
5007,Luke Perry,10/11/1966,
5008,Luke Treadaway,9/10/1984,
5009,Lumi Cavazos,12/21/1968,
5010,Lunetta Savino,11/2/1957,
5011,Lupe Ontiveros,9/17/1942,7/26/2012
5012,Lusia Strus,,
5013,Lydia Hearst,9/19/1984,
5014,Lydia Wilson,,
5015,Lymari Nadal,2/11/1978,
5016,Lynda Boyd,1/28/1965,
5017,Lynn Cohen,8/10/1933,
5018,Lynn Hung,4/10/1983,
5019,Lynn Redgrave,3/8/1943,5/2/2010
5020,Lynn Shelton,,
5021,Lynn Whitfield,5/6/1953,
5022,Lynne Ramsay,12/5/1969,
5023,Lynne Thigpen,12/22/1948,3/12/2003
5024,Lysette Anthony,9/26/1963,
5025,Lyubov Agapova,,
5026,M. Emmet Walsh,3/22/1935,
5027,M. Night Shyamalan,8/6/1970,
5028,M.C. Gainey,1/18/1948,
5029,Mabel Cheung,11/17/1950,
5030,Mabrouk El Mechri,,
5031,Mac McDonald,6/18/1949,
5032,Macaulay Culkin,8/26/1980,
5033,Macha Méril,,
5034,Mackenzie Aladjem,,
5035,Mackenzie Crook,9/29/1971,
5036,Mackenzie Davis,4/1/1987,
5037,Mackenzie Foy,11/10/2000,
5038,Mackenzie Gray,11/22/1957,
5039,Mackenzie Phillips,11/10/1959,
5040,Madeleine Albright,5/15/1937,
5041,Madeline Carroll,3/18/1996,
5042,Madeline Kahn,9/29/1942,12/3/1999
5043,Madhavan,6/1/1970,
5044,Madhuri Dixit,5/15/1967,
5045,Madison Davenport,11/22/1996,
5046,Madison Lintz,,
5047,Madison McKinley,,
5048,Madison Pettis,7/22/1998,
5049,Madison Rothschild,,
5050,Mae Marsh,1894-11-09,2/13/1968
5051,Mae West,1893-08-17,11/22/1980
5052,Maeve Dermody,11/2/1985,
5053,Magda Apanowicz,11/8/1985,
5054,Magda Szubanski,4/12/1961,
5055,Maggie Carey,,
5056,Maggie Cheung,9/20/1964,
5057,Maggie Greenwald,6/23/1955,
5058,Maggie Siff,6/21/1974,
5059,Maggie Wheeler,8/7/1961,
5060,Magi Avila,,
5061,Mahadeo Shivraj,,
5062,Mai Charoenpura,1/5/1969,
5063,Maia Morgenstern,5/1/1962,
5064,Maika Monroe,5/29/1993,
5065,Maile Flanagan,5/19/1965,
5066,Maïwenn,4/17/1976,
5067,Majid Majidi,,
5068,Mako,10/25/1936,
5069,Maksim Fadeev,5/6/1968,
5070,Malcolm D. Lee,1/11/1970,
5071,Malcolm Goodwin,,
5072,Malese Jow,2/18/1991,
5073,Malik Yoba,9/17/1967,
5074,Malika,,
5075,Malone Thomas,,
5076,Malonn Lévana,,
5077,Mamoru Hosoda,9/19/1967,
5078,Man Li,1/14/1953,
5079,Mandy Gonzalez,,
5080,Mani Bharathi,,
5081,Manish Dayal,6/17/1983,
5082,Manny Perez,5/5/1969,
5083,Manoj Bajpayee,4/23/1969,
5084,Måns Mårlind,7/29/1969,
5085,Manuela Velasco,10/23/1975,
5086,Mara Wilson,,
5087,Marama Corlett,,
5088,Marc Abraham,,
5089,Marc Anthony,11/3/1975,
5090,Marc Bennett,,
5091,Marc Blucas,1/11/1972,
5092,Marc Donato,1/25/1989,
5093,Marc F. Adler,,
5094,Marc Forby,6/2/1970,
5095,Marc Forster,11/30/1969,
5096,Marc John Jefferies,5/16/1990,
5097,Marc Lawrence,7/19/1917,8/28/2001
5098,Marc Levin,,
5099,Marc Macaulay,10/13/1957,
5100,Marc Schölermann,10/14/1971,
5101,Marc Singer,,
5102,Marc Trottier,5/22/1976,
5103,Marc Webb,8/31/1974,
5104,Marcel Iures,8/2/1951,
5105,Marcela Mar,7/5/1983,
5106,Marcell Nagy,,
5107,Marcella Lentz-Pope,,
5108,Marcello Mastroianni,9/28/1924,12/19/1996
5109,Marcia DeBonis,6/4/1960,
5110,Marcia Wallace,11/1/1942,10/25/2013
5111,Marcio Garcia,4/17/1970,
5112,Marco Hofschneider,10/18/1969,
5113,Marco Kreuzpaintner,3/11/1977,
5114,Marco Schnabel,,
5115,Marco St. John,5/7/1939,
5116,Marco Treviño,,
5117,Marcos Siega,6/8/1969,
5118,Marcus Chong,7/8/1967,
5119,Marcus Dunstan,,
5120,Marcus Lyle Brown,12/26/1970,
5121,Marcus Nispel,5/26/1963,
5122,Marcus Raboy,11/30/1965,
5123,Mare Winningham,5/16/1959,
5124,Marg Helgenberger,11/16/1958,
5125,Margaret Cho,12/5/1968,
5126,Margaret Hamilton,12/9/1902,5/16/1985
5127,Margaret Tracey,,
5128,Margarita Levieva,2/9/1980,
5129,Margo Harshman,3/4/1986,
5130,Margot Kidder,10/17/1948,
5131,Mari Koda,8/3/1986,
5132,María Alche,4/23/1983,
5133,María Aura,,
5134,María Botto,2/10/1974,
5135,Maria Canals-Barrera,9/28/1966,
5136,Maria Conchita Alonso,6/29/1957,
5137,Maria Dizzia,12/29/1974,
5138,Maria Doyle Kennedy,9/25/1964,
5139,Maria Grazia Cucinotta,7/27/1968,
5140,Maria Maggenti,,
5141,Maria Schrader,9/27/1965,
5142,Maria Thayer,10/30/1975,
5143,María Valverde,3/24/1987,
5144,Mariah Carey,3/27/1970,
5145,Marian Dziedziel,8/5/1947,
5146,Marian Marsh,10/17/1913,11/9/2006
5147,Marian Seldes,8/23/1928,10/6/2014
5148,Marianna Palka,9/7/1981,
5149,Marianne Denicourt,5/14/1966,
5150,Maribel Verdú,10/2/1970,
5151,Maricel Álvarez,,
5152,Marie Avgeropoulos,6/17/1986,
5153,Marie Féret,5/26/1945,4/28/2015
5154,Marie Gillain,6/18/1975,
5155,Marie Pillet,7/20/1941,2/13/2009
5156,Marie-Anne Chazel,9/19/1951,
5157,Marie-Josée Croze,2/23/1970,
5158,Mariel Hemingway,11/22/1961,
5159,Marielle Heller,10/1/1979,
5160,Mariette Monpierre,,
5161,Marilyn Agrelo,,
5162,Marilyn Burns,5/7/1949,8/5/2014
5163,Marilyn Manson,1/5/1969,
5164,Marilyn Norry,,
5165,Marilyn Rising,,
5166,Marin Hinkle,3/23/1966,
5167,Marina Golbahari,,
5168,Marina Hands,1/10/1975,
5169,Marina Sirtis,3/29/1955,
5170,Marina Vlady,5/10/1938,
5171,Mario Cimarro,6/1/1971,
5172,Mario Lopez,10/10/1973,
5173,Mario Monicelli,5/15/1915,11/29/2010
5174,Mario Van Peebles,1/15/1957,
5175,Marion Ross,10/25/1928,
5176,Marisa Coughlan,3/17/1974,
5177,Marisa Saks,5/23/1982,
5178,Marisol Nichols,11/2/1973,
5179,Marius A. Markevicius,9/3/1976,
5180,Mark A.Z. Dippé,,
5181,Mark Addy,1/14/1964,
5182,Mark Andrews,9/12/1968,
5183,Mark Bazeley,9/30/1970,
5184,Mark Brown,,
5185,Mark Camacho,4/12/1964,
5186,Mark Caven,4/23/1960,
5187,Mark Chinnery,,
5188,Mark Christopher,7/8/1963,
5189,Mark Christopher Lawrence,5/22/1964,
5190,Mark De Alessandro,,
5191,Mark Dindal,,
5192,Mark Duplass,12/7/1976,
5193,Mark Fantasia,,
5194,Mark Feuerstein,6/8/1971,
5195,Mark Gatiss,10/17/1966,
5196,Mark Helfrich,,
5197,Mark Hengst,3/7/1964,
5198,Mark Herman,,
5199,Mark Illsley,6/4/1958,
5200,Mark L. Lester,11/26/1946,
5201,Mark L. Young,,
5202,Mark Margolis,11/26/1939,
5203,Mark Moses,2/24/1958,
5204,Mark Mylod,,
5205,Mark Neveldine,5/11/1973,
5206,Mark Osborne,9/17/1970,
5207,Mark Pellington,3/17/1962,
5208,Mark Piznarski,,
5209,Mark Rendall,10/21/1988,
5210,Mark Rolston,12/7/1956,
5211,Mark Romanek,9/18/1959,
5212,Mark Rosman,,
5213,Mark Rydell,3/23/1929,
5214,Mark Rylance,1/18/1960,
5215,Mark Sandrich,10/26/1901,3/4/1945
5216,Mark Steven Johnson,10/30/1964,
5217,Mark Tarlov,,
5218,Mark Tonderai,,
5219,Mark Torgl,,
5220,Mark Valley,12/24/1964,
5221,Mark Walters,2/22/1950,
5222,Mark Waters,1/18/1960,
5223,Mark Webber,7/19/1980,
5224,Mark Williams,,
5225,Mark Wingett,1/1/1961,
5226,Mark Young,,
5227,Mark Zupan,5/20/1975,
5228,Markéta Irglová,2/28/1988,
5229,Marko Zaror,6/10/1978,
5230,Marla Gibbs,6/14/1931,
5231,Marla Sokoloff,12/19/1980,
5232,Marlee Matlin,8/24/1965,
5233,Marlene Forte,,
5234,Marley Shelton,4/12/1974,
5235,Marlon Brando,4/3/1924,7/1/2004
5236,Marques Houston,8/4/1981,
5237,Marri Savinar,,
5238,Mars Callahan,,
5239,Marsha Thomason,1/19/1976,
5240,Marshal Hilton,,
5241,Marshall Allman,4/5/1984,
5242,Marshall Bell,9/28/1942,
5243,Marta Etura,10/28/1978,
5244,Martha Coolidge,8/17/1946,
5245,Martha MacIsaac,10/11/1984,
5246,Martijn Lakemeier,9/17/1993,
5247,Martin Balsam,11/4/1919,2/13/1996
5248,Martin Brest,8/8/1951,
5249,Martin Campbell,10/13/1968,
5250,Martin Clunes,11/28/1961,
5251,Martin Compston,5/8/1984,
5252,Martin Dew,1/18/1968,
5253,Martin Donovan,8/19/1957,
5254,Martin Hancock,,
5255,Martin Henderson,10/8/1974,
5256,Martin Koolhoven,4/25/1969,
5257,Martin Kove,3/6/1946,
5258,Martin Landau,6/20/1928,
5259,Martin Lawrence,4/16/1965,
5260,Martin Lucey,,
5261,Martin McDonagh,3/26/1970,
5262,Martin Ritt,3/2/1914,12/8/1990
5263,Martin Scorsese,11/17/1942,
5264,Martin Semmelrogge,12/8/1955,
5265,Martin Sharpe,,
5266,Martin Short,3/26/1950,
5267,Martin Starr,7/30/1982,
5268,Martin Weisz,3/27/1966,
5269,Martina Gedeck,9/14/1961,
5270,Marty Lindsey,12/14/1970,
5271,Martyn Pick,,
5272,Marv Albert,6/12/1941,
5273,Mary Astor,5/3/1906,9/25/1987
5274,Mary Carr,1874-03-14,6/24/1973
5275,Mary Catherine Garrison,12/19/1973,
5276,Mary Elizabeth Mastrantonio,11/17/1958,
5277,Mary Goggin,8/12/1952,
5278,Mary Harron,1/12/1953,
5279,Mary J. Blige,1/11/1971,
5280,Mary Kate Wiles,,
5281,Mary Kay Place,9/23/1947,
5282,Mary Lambert,,
5283,Mary Lynn Rajskub,6/22/1971,
5284,Mary McCormack,2/8/1969,
5285,Mary McDonnell,4/28/1952,
5286,Mary McGuckian,5/27/1965,
5287,Mary Mouser,5/9/1996,
5288,Mary Norwood,,
5289,Mary Page Keller,3/3/1961,
5290,Mary Pat Kelly,,
5291,Mary Tsoni,,
5292,Mary Tyler Moore,12/29/1936,1/25/2017
5293,Mary-Kate Olsen,6/13/1986,
5294,Maryam Keshavarz,,
5295,Masayuki Ochiai,,
5296,Masi Oka,12/27/1974,
5297,Mason Gamble,1/16/1986,
5298,Mason Lee,5/30/1990,
5299,Master P,1/1/1945,
5300,Mateo Gil,9/23/1972,
5301,Matheus Nachtergaele,1/3/1969,
5302,Mathew Buck,12/1/1990,
5303,Mathieu Amalric,10/25/1965,
5304,Mathieu Kassovitz,8/3/1967,
5305,Matias Varela,6/23/1980,
5306,Matisyahu,6/30/1978,
5307,Matt Bennett,4/9/1968,
5308,Matt Berry,5/2/1974,
5309,Matt Bettinelli-Olpin,,
5310,Matt Birch,,
5311,Matt Bomer,10/11/1977,
5312,Matt Bushell,1/8/1974,
5313,Matt Cimber,,
5314,Matt Cohen,,
5315,Matt Crabtree,,
5316,Matt Craven,11/10/1956,
5317,Matt Damon,10/8/1970,
5318,Matt Day,9/28/1971,
5319,Matt Dillon,2/18/1964,
5320,Matt Frewer,1/4/1958,
5321,Matt Gerald,,
5322,Matt Hill,,
5323,Matt Hunter,,
5324,Matt Jackson,,
5325,Matt Johnson,,
5326,Matt Jones,11/1/1981,
5327,Matt Keeslar,10/15/1972,
5328,Matt King,7/28/1983,
5329,Matt Letscher,6/26/1970,
5330,Matt Long,5/18/1980,
5331,Matt Lucas,3/5/1974,
5332,Matt Maiellaro,,
5333,Matt Malloy,,
5334,Matt Marr,,
5335,Matt McCoy,5/20/1958,
5336,Matt O'Leary,7/6/1987,
5337,Matt Piedmont,,
5338,Matt Price,,
5339,Matt Prokop,7/29/1990,
5340,Matt Reeves,4/27/1966,
5341,Matt Ross,1/3/1970,
5342,Matt Schulze,7/3/1972,
5343,Matt Servitto,4/7/1965,
5344,Matt Shively,9/15/1990,
5345,Matt Smith,10/28/1982,
5346,Matt Stone,5/26/1971,
5347,Matt Walsh,10/13/1964,
5348,Matt Williams,,
5349,Matthew Alan,,
5350,Matthew Borlenghi,5/25/1967,
5351,Matthew Bright,7/8/1965,
5352,Matthew Broderick,3/21/1962,
5353,Matthew Cowles,9/28/1944,5/22/2014
5354,Matthew Daddario,,
5355,Matthew Diamond,,
5356,Matthew Emerick,,
5357,Matthew Feeney,7/12/1968,
5358,Matthew Glave,8/19/1963,
5359,Matthew Gray Gubler,3/9/1980,
5360,Matthew Gumley,2/7/1997,
5361,Matthew Hastings,10/21/1967,
5362,Matthew Knight,2/16/1994,
5363,Matthew Lawrence,2/11/1980,
5364,Matthew Macfadyen,10/17/1974,
5365,Matthew McConaughey,11/4/1969,
5366,Matthew McGrory,5/17/1973,8/9/2005
5367,Matthew Modine,3/22/1959,
5368,Matthew O'Callaghan,,
5369,Matthew Perry,8/19/1969,
5370,Matthew R. Anderson,,
5371,Matthew Robbins,7/15/1945,
5372,Matthew Settle,9/17/1969,
5373,Matthew Sunderland,,
5374,Matthew Vaughn,3/7/1971,
5375,Matthew Walker,,
5376,Matthew Watts,,
5377,Matthew Ziff,3/24/1991,
5378,Matthias Habich,1/12/1940,
5379,Matty Rich,11/6/1971,
5380,Maude Apatow,12/15/1997,
5381,Maura Tierney,2/3/1965,
5382,Maureen McCormick,8/5/1956,
5383,Maurice Compte,,
5384,Maurice Joyce,3/13/1969,
5385,Maurice LaMarche,3/30/1958,
5386,Maurice Roëves,3/19/1937,
5387,Maurizio Benazzo,,
5388,Maury Chaykin,7/27/1949,7/27/2010
5389,Max Adler,1/17/1986,
5390,Max Beesley,4/16/1971,
5391,Max Casella,6/6/1967,
5392,Max Cullen,4/29/1940,
5393,Max Färberböck,9/22/1950,
5394,Max Gail,4/5/1943,
5395,Max Joseph,,
5396,Max Kerstein,,
5397,Max Mayer,,
5398,Max Minghella,9/16/1985,
5399,Max Records,6/18/1997,
5400,Max Riemelt,1/7/1984,
5401,Max Ryan,,
5402,Max Wright,8/2/1943,
5403,Maximilian Dirr,1/6/1983,
5404,Maximilian Schell,12/8/1930,2/1/2014
5405,Maxine Bahns,2/28/1971,
5406,Maxwell Moody,,
5407,Maya Angelou,4/4/1928,5/28/2014
5408,McG,8/9/1968,
5409,Mckenna Grace,6/25/2006,
5410,Meat Loaf,9/27/1947,
5411,Meg Crosbie,7/11/2003,
5412,Meg Foster,5/10/1948,
5413,Megalyn Echikunwoke,5/28/1983,
5414,Megan Ambuhl Graner,,
5415,Megan Burns,6/25/1986,
5416,Megan Charpentier,,
5417,Megan Franich,,
5418,Megan Hilty,3/29/1981,
5419,Megan Mullally,11/12/1958,
5420,Megan Park,7/24/1986,
5421,Meghan Heffern,10/3/1983,
5422,Meghan Ory,8/20/1982,
5423,Megyn Price,3/24/1971,
5424,Mehcad Brooks,10/25/1980,
5425,Mei Melançon,3/3/1980,
5426,Meiert Avis,,
5427,Mekhi Phifer,12/29/1974,
5428,Mekia Cox,,
5429,Mel Blanc,5/30/1908,7/10/1989
5430,Mel Brooks,6/28/1926,
5431,Mel Eslyn,8/19/1983,
5432,Mel Ferrer,8/25/1917,6/2/2008
5433,Mel Gibson,1/3/1956,
5434,Mel Rodriguez,6/12/1973,
5435,Mel Smith,12/3/1952,7/19/2013
5436,Mel Stuart,9/2/1928,8/9/2012
5437,Mélanie Doutey,11/22/1978,
5438,Melanie Griffith,8/9/1957,
5439,Melanie Kinnaman,12/18/1953,
5440,Melanie Papalia,7/11/1984,
5441,Melina Kanakaredes,4/23/1967,
5442,Melinda Clarke,4/24/1969,
5443,Melinda Dillon,10/13/1939,
5444,Melissa Benoist,10/4/1988,
5445,Melissa Bolona,,
5446,Mélissa Désormeaux-Poulin,,
5447,Melissa Gilbert,5/8/1964,
5448,Melissa McMeekin,11/20/1972,
5449,Melissa Ordway,3/31/1983,
5450,Melissa Roxburgh,12/10/1992,
5451,Melissa Sagemiller,6/1/1974,
5452,Melissa Sturm,,
5453,Mélissa Theuriau,7/18/1978,
5454,Melonie Diaz,4/25/1984,
5455,Melora Walters,10/21/1960,
5456,Melvil Poupaud,1/26/1973,
5457,Melville Shavelson,4/1/1917,8/8/2007
5458,Melvin Van Peebles,8/21/1932,
5459,Melvyn Douglas,4/5/1901,8/4/1981
5460,Mem Ferda,10/30/1963,
5461,Mennan Yapo,,
5462,Menno Meyjes,,
5463,Merab Ninidze,11/3/1965,
5464,Mercedes Morán,9/21/1955,
5465,Meredith Hagner,5/31/1987,
5466,Meredith Scott Lynn,3/8/1970,
5467,Merritt Wever,8/11/1980,
5468,Merry Clayton,12/25/1948,
5469,Mervyn LeRoy,10/15/1900,9/13/1987
5470,Meryl Streep,6/22/1949,
5471,Method Man,1/11/1971,
5472,Mews Small,3/20/1942,
5473,Mhairi Calvey,5/7/1988,
5474,Mia Barron,,
5475,Mia Farrow,2/9/1945,
5476,Mia Kirshner,1/25/1975,
5477,Mía Maestro,3/31/1968,
5478,Mia Sara,6/19/1967,
5479,Mia Wasikowska,10/14/1989,
5480,Mic Rodgers,,
5481,Micah Sloat,,
5482,Michael Aaron Milligan,,
5483,Michael Abbott Jr.,7/8/1978,
5484,Michael Anderson,,
5485,Michael Angarano,12/3/1987,
5486,Michael Apted,2/10/1941,
5487,Michael Bay,2/17/1965,
5488,Michael Beach,10/30/1963,
5489,Michael Beck,,
5490,Michael Berryman,9/4/1948,
5491,Michael Biehn,7/31/1956,
5492,Michael Bolten,7/27/1991,
5493,Michael Bowen,6/21/1953,
5494,Michael Bower,2/12/1975,
5495,Michael Brandon,4/20/1945,
5496,Michael Burke,,
5497,Michael Byrne,11/7/1943,
5498,Michael C. Williams,11/22/1966,
5499,Michael Caton-Jones,10/15/1957,
5500,Michael Cerveris,11/6/1960,
5501,Michael Chapman,,
5502,Michael Chernus,8/8/1977,
5503,Michael Cimino,2/3/1939,7/2/2016
5504,Michael Clancy,,
5505,Michael Cohn,9/5/1951,
5506,Michael Corrente,4/6/1959,
5507,Michael Cortez,,
5508,Michael Crichton,10/23/1942,11/4/2008
5509,Michael Cristofer,1/22/1945,
5510,Michael Cudlitz,12/29/1964,
5511,Michael Cuesta,7/8/1963,
5512,Michael Curtiz,1886-12-24,4/10/1962
5513,Michael D. Sellers,,
5514,Michael DeLorenzo,10/31/1959,
5515,Michael Derek,1/31/1942,2/19/1994
5516,Michael Des Barres,1/24/1948,
5517,Michael Dinner,,
5518,Michael Dorman,4/26/1981,
5519,Michael Dorn,12/9/1952,
5520,Michael Dougherty,10/28/1974,
5521,Michael Douglas,9/25/1944,
5522,Michael Dowse,4/19/1973,
5523,Michael Dudikoff,10/8/1954,
5524,Michael Eisner,3/7/1942,
5525,Michael Elian,,
5526,Michael Elphick,9/19/1946,9/7/2002
5527,Michael Emerson,9/7/1954,
5528,Michael Fassbender,4/2/1977,
5529,Michael Gaston,2/15/1967,
5530,Michael Gornick,,
5531,Michael Gough,12/3/1956,
5532,Michael Greyeyes,6/4/1967,
5533,Michael Gross,6/21/1947,
5534,Michael Haneke,3/23/1942,
5535,Michael Harding,,
5536,Michael Herz,,
5537,Michael Higgenbottom,,
5538,Michael Hitchcock,7/28/1958,
5539,Michael Hoffman,11/30/1956,
5540,Michael Hoffman Jr.,2/27/1981,
5541,Michael Horse,12/21/1951,
5542,Michael Imperioli,3/26/1966,
5543,Michael Irby,11/16/1972,
5544,Michael J. Bassett,,
5545,Michael J. Burg,12/28/1968,
5546,Michael J. Morris,5/26/1907,6/11/1979
5547,Michael J. Pollard,5/30/1939,
5548,Michael Jai White,11/10/1967,
5549,Michael Jeter,8/26/1952,3/30/2003
5550,Michael Joiner,,
5551,Michael Jordan,2/9/1987,
5552,Michael Kang,9/14/1954,
5553,Michael Kelly,5/22/1969,
5554,Michael Kitchen,10/31/1948,
5555,Michael Landers,3/12/1962,
5556,Michael Landes,9/18/1972,
5557,Michael Landon Jr.,6/20/1964,
5558,Michael Lehmann,3/30/1957,
5559,Michael Lembeck,6/25/1948,
5560,Michael Lerner,6/22/1941,
5561,Michael Lieber,,
5562,Michael Lonsdale,5/24/1931,
5563,Michael Mann,2/5/1943,
5564,Michael Martin,,
5565,Michael Mayer,,
5566,Michael McCullers,,
5567,Michael McElhatton,,
5568,Michael McGlone,8/10/1972,
5569,Michael McGowan,4/14/1966,
5570,Michael McKean,10/17/1947,
5571,Michael McLafferty,9/5/1972,
5572,Michael McMillian,10/21/1978,
5573,Michael Meredith,9/22/1967,
5574,Michael Michele,8/30/1966,
5575,Michael Monks,,
5576,Michael Moore,4/23/1954,
5577,Michael Mosley,3/22/1957,
5578,Michael Nardone,1/20/1967,
5579,Michael Nouri,12/9/1945,
5580,Michael Nyqvist,11/8/1960,
5581,Michael O. Sajbel,,
5582,Michael O'Keefe,7/27/1977,
5583,Michael O'Neill,,
5584,Michael Palin,5/5/1943,
5585,Michael Papajohn,11/7/1964,
5586,Michael Paré,,
5587,Michael Parks,4/24/1940,
5588,Michael Parle,10/9/1958,
5589,Michael Patrick Jann,5/15/1970,
5590,Michael Patrick King,9/14/1954,
5591,Michael Polish,10/30/1970,
5592,Michael Pollan,2/6/1955,
5593,Michael Potts,,
5594,Michael Pressman,7/1/1950,
5595,Michael Radford,2/24/1946,
5596,Michael Rady,8/20/1981,
5597,Michael Rapaport,3/20/1970,
5598,Michael Raymond-James,12/24/1977,
5599,Michael Richards,7/5/1975,
5600,Michael Rispoli,11/27/1960,
5601,Michael Ritchie,11/28/1938,4/16/2001
5602,Michael Roark,5/9/1983,
5603,Michael Roemer,1/1/1928,
5604,Michael Rymer,,
5605,Michael Schultz,11/10/1938,
5606,Michael Smiley,,
5607,Michael Spears,12/28/1977,
5608,Michael Spierig,,
5609,Michael Stahl-David,10/28/1982,
5610,Michael Stuhlbarg,7/5/1968,
5611,Michael Sucsy,2/14/1973,
5612,Michael Taliferro,8/23/1961,5/4/2006
5613,Michael Tiddes,,
5614,Michael Tollin,10/6/1955,
5615,Michael Wadleigh,9/24/1939,
5616,Michael Walker,,
5617,Michael Welch,7/25/1987,
5618,Michael Weston,10/25/1973,
5619,Michael Wincott,1/21/1958,
5620,Michael Winner,,
5621,Michael Winnick,,
5622,Michael Winslow,9/6/1958,
5623,Michael Winterbottom,3/29/1961,
5624,Michael Wong,,
5625,Michael Wright,4/30/1956,
5626,Michaela McManus,5/20/1983,
5627,Michaela Watkins,,
5628,Michel Bouquet,11/6/1925,
5629,Michel Côté,,
5630,Michel Galabru,10/27/1922,1/4/2016
5631,Michel Gondry,5/8/1963,
5632,Michel Hazanavicius,3/29/1967,
5633,Michel Leclerc,,
5634,Michel Muller,9/9/1966,
5635,Michel Orion Scott,,
5636,Michel Robin,10/13/1930,
5637,Michel Serrault,1/24/1928,7/29/2007
5638,Michel Simon,1895-04-09,5/30/1975
5639,Michele Morrow,3/19/1978,
5640,Michelle Forbes,1/8/1965,
5641,Michelle Hurst,,
5642,Michelle Krusiec,10/2/1974,
5643,Michelle Nolden,,
5644,Michelle Simone Miller,,
5645,Michelle Tabora,,
5646,Michiel Huisman,7/18/1981,
5647,Mick Foley,6/7/1965,
5648,Mick Jackson,10/4/1943,
5649,Mick Jagger,7/26/1943,
5650,Mick Lally,11/10/1945,8/31/2010
5651,Mickey Hart,9/11/1943,
5652,Mickey Liddell,,
